name;nodes;edges;edge_percentage;algorithm;k;independent_k;result;solution;elapsed_time;operations_count;solutions_count
graph_15_0.25.gml;15;26;0.25;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_15_0.25.gml;15;26;0.25;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.00099945068359375;4;-1
graph_15_0.25.gml;15;26;0.25;brute_force;0.5;7;True;(11, 68):(72, 79):(3, 1):(51, 100):(1, 100):(99, 95):(30, 2);0.002000570297241211;8512;1483
graph_15_0.25.gml;15;26;0.25;brute_force;0.75;11;False;-1;0.0009989738464355469;6236;1365
graph_15_0.75.gml;15;78;0.75;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_15_0.75.gml;15;78;0.75;brute_force;0.25;3;True;(11, 68):(84, 31):(100, 6);0.0;38;11
graph_15_0.75.gml;15;78;0.75;brute_force;0.5;7;False;-1;0.0035161972045898438;15916;6435
graph_15_0.75.gml;15;78;0.75;brute_force;0.75;11;False;-1;0.0009999275207519531;3731;1365
graph_15_0.125.gml;15;13;0.125;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_15_0.125.gml;15;13;0.125;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.0009996891021728516;4;-1
graph_15_0.125.gml;15;13;0.125;brute_force;0.5;7;True;(11, 68):(1, 29):(100, 6):(51, 100):(99, 95):(64, 8):(30, 2);0.0;259;46
graph_15_0.125.gml;15;13;0.125;brute_force;0.75;11;False;-1;0.0030002593994140625;11869;1365
graph_16_0.5.gml;16;60;0.5;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_16_0.5.gml;16;60;0.5;brute_force;0.25;4;True;(1, 29):(72, 79):(33, 37):(100, 6);0.0;2074;715
graph_16_0.5.gml;16;60;0.5;brute_force;0.5;8;False;-1;0.008511066436767578;45349;12870
graph_16_0.5.gml;16;60;0.5;brute_force;0.75;12;False;-1;0.0025033950805664062;8428;1820
graph_16_0.25.gml;16;30;0.25;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_16_0.25.gml;16;30;0.25;brute_force;0.25;4;True;(11, 68):(99, 95):(100, 6):(30, 2);0.0;7;-1
graph_16_0.25.gml;16;30;0.25;brute_force;0.5;8;False;-1;0.012511014938354492;62639;12870
graph_16_0.25.gml;16;30;0.25;brute_force;0.75;12;False;-1;0.001997232437133789;9546;1820
graph_16_0.75.gml;16;90;0.75;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_16_0.75.gml;16;90;0.75;brute_force;0.25;4;False;-1;0.0010004043579101562;4252;1820
